eventID;ISO
100374;THA
114994;BHR
114995;BHR
114996;PAK
56000;ZAF
114997;IRQ
114998;IRQ
114999;IRQ
56005;DZA
56006;DZA
56007;DZA
56008;DZA
56001;ESP
56002;ESP
56003;TUR
56004;TUR
100364;RUS
100365;NGA
100366;SOM
100367;RUS
56009;EGY
100368;RUS
100369;RUS
148364;UKR
148365;UKR
148366;SAU
148367;AFG
148360;NGA
148361;PAK
148362;IND
148363;UKR
173317;PHL
173318;PHL
173319;IRQ
148357;EGY
173313;AFG
148358;NGA
173314;SYR
148359;NGA
173315;PAK
173316;SDN
173310;EGY
173311;AFG
173312;AFG
148370;SYR
148375;AFG
148376;AFG
148377;AFG
148378;AFG
148371;SYR
148372;AFG
148373;AFG
148374;AFG
173306;IND
173307;MLI
173308;MLI
173309;EGY
148368;SYR
173302;IND
148369;YEM
173303;IRQ
173304;IRQ
173305;IRQ
173300;SOM
173301;IND
148380;LBY
148381;PSE
22693;NIC
148386;LBN
22694;PER
148387;UGA
22695;PER
148388;MLI
22696;PER
148389;AFG
22697;COL
148382;AFG
22698;COL
148383;SOM
22699;COL
148384;TUR
148385;AFG
173339;IRQ
148379;YEM
173335;IRQ
22690;COL
173336;MMR
22691;COL
173337;IRQ
22692;GTM
173338;IRQ
100397;PAK
173331;PHL
100398;PAK
173332;PAK
100399;THA
173333;IRQ
173334;IRQ
173330;IND
148390;AFG
148391;THA
148392;SAU
148397;PAK
148398;PAK
148399;PAK
148393;YEM
148394;COL
148395;PAK
148396;PAK
173328;SOM
173329;IND
173324;IRQ
173325;IRQ
173326;AFG
173327;SOM
173320;IND
173321;SDN
173322;EGY
173323;NGA
22679;ZAF
22671;SOM
148320;MLI
22672;CHL
148321;IND
22673;SLV
148322;PAK
22674;PER
148323;PAK
22675;COL
22676;USA
22677;ZAF
22678;ZAF
148317;NGA
148318;PHL
148319;NGA
148313;IRQ
148314;IND
148315;YEM
22670;PER
148316;NGA
22682;ZAF
148331;SAU
22683;LBN
148332;AFG
22684;PER
148333;GBR
22685;ZAF
148334;IND
22686;NAM
22687;IND
22688;IND
22689;COL
148330;YEM
148328;PSE
148329;PSE
148324;AFG
148325;AFG
22680;ZAF
148326;IRQ
22681;ZAF
148327;IRQ
22657;COL
22658;COL
22659;NAM
148342;SDN
22650;PER
148343;SDN
22651;PER
148344;SDN
22652;PER
148345;SDN
22653;PER
22654;PER
22655;PER
148340;SDN
22656;LKA
148341;SDN
148339;SDN
148335;SYR
148336;AFG
148337;PAK
148338;SDN
22668;PER
22669;COL
22660;LBN
148353;IRQ
22661;NAM
148354;IND
22662;COL
148355;IND
22663;NAM
148356;IND
22664;PER
22665;PER
148350;SDN
22666;NAM
148351;LBY
22667;PER
148352;PAK
148346;SDN
148347;SDN
148348;PAK
148349;MLI
173280;NGA
173281;LBN
173282;YEM
95576;IRQ
95577;IRQ
95578;IRQ
95579;THA
95572;IND
95573;PHL
95574;THA
95575;NPL
95570;IND
95571;IND
173276;AFG
173277;AFG
173278;PHL
173279;NGA
173272;EGY
173273;FIN
173274;AFG
173275;AFG
95569;PAK
173270;SOM
173271;PHL
95565;AFG
95566;AFG
95567;AFG
95568;DZA
95561;IRQ
95562;IRQ
95563;IRQ
95564;RUS
95560;IRQ
173269;SOM
173265;AFG
173266;AFG
173267;SOM
173268;SOM
173261;FRA
173262;BGD
173263;RUS
173264;COD
95598;THA
95599;IRQ
95594;IRQ
95595;IRQ
95596;DZA
95597;NPL
95590;PAK
95591;PAK
95592;PAK
95593;IRQ
173298;AFG
173299;SOM
173294;COL
173295;COL
173296;YEM
173297;COD
173290;IRQ
173291;PAK
173292;BGD
173293;BGD
95587;AFG
95588;NGA
95589;NGA
95583;RUS
95584;IND
95585;PAK
95586;AFG
95580;THA
95581;PHL
95582;PHL
173287;BGD
173288;TCD
173289;IRQ
173283;IRQ
173284;IRQ
173285;SYR
173286;THA
148280;UKR
148281;UKR
148282;UKR
148287;AFG
148288;AFG
148289;AFG
148283;UKR
148284;IND
148285;AFG
148286;AFG
173236;PHL
173237;PHL
173238;IRQ
173239;IRQ
173232;USA
173233;IRQ
173234;IRQ
173235;EGY
173230;SYR
173231;SYR
148290;AFG
148291;IRQ
148292;PHL
148293;SOM
148298;PHL
148299;SYR
148294;AFG
148295;SYR
148296;PAK
148297;SYR
173229;NGA
173225;TUR
173226;COL
173227;EGY
173228;PAK
173221;IRQ
173222;IRQ
173223;UKR
173224;PHL
173220;IRQ
173260;KEN
173258;PHL
173259;SDN
173254;GBR
173255;IRQ
173256;PHL
173257;SYR
173250;AFG
173251;UKR
173252;IND
173253;MEX
173247;AFG
173248;PSE
173249;UKR
173243;IND
173244;SOM
173245;TCD
173246;SYR
173240;YEM
173241;SAU
173242;IND
114903;KEN
114904;PAK
114905;PAK
114906;PAK
114907;KEN
114908;LKA
114909;PAK
114900;IND
114901;AFG
114902;KEN
95514;IRQ
95515;IRQ
95516;IRQ
95517;IRQ
95510;AFG
95511;AFG
95512;RUS
95513;RUS
95507;PAK
95508;PAK
95509;AFG
95503;PHL
95504;PAK
95505;PAK
95506;PAK
95500;BGD
95501;PAK
95502;PAK
95536;RUS
114947;YEM
95537;RUS
114948;SYR
95538;IRQ
114949;IRQ
95539;IRQ
95532;AFG
95533;GRC
95534;KEN
95535;SOM
114940;IRQ
95530;BGD
114941;COL
95531;AFG
114942;COL
114943;IRQ
114944;PAK
114945;PAK
114946;IRQ
95529;PAK
95525;PAK
114936;AFG
95526;PHL
114937;IND
95527;PHL
114938;IRQ
95528;COL
114939;IRQ
95521;USA
95522;AFG
95523;IND
95524;PAK
114930;DZA
95520;IRQ
114931;AFG
114932;IND
114933;IRQ
114934;PAK
114935;LBY
100306;IND
100307;AFG
100308;DZA
100309;IRQ
100300;IRQ
100301;IRQ
95518;IRQ
100302;IRQ
95519;IRQ
100303;IRQ
100304;IND
100305;IND
95558;IRQ
114925;PAK
95559;IRQ
114926;PAK
114927;PAK
114928;PAK
95554;GRC
114929;PAK
95555;RUS
95556;RUS
95557;GBR
95550;PHL
95551;PHL
95552;AFG
95553;SOM
114920;NGA
114921;KEN
114922;KEN
114923;KEN
114924;SOM
95547;THA
114914;IND
95548;THA
114915;GBR
95549;THA
114916;LBN
114917;PER
95543;RUS
114918;IRQ
95544;IND
114919;IRQ
95545;THA
95546;THA
95540;AFG
95541;IRQ
95542;IRQ
114910;RUS
114911;YEM
114912;PAK
114913;PHL
22756;COL
22757;ZAF
22758;PER
22759;PER
100220;EGY
114862;PHL
114863;SDN
22750;PER
114864;KEN
22751;NIC
114865;PAK
22752;NIC
114866;NGA
22753;NIC
114867;PAK
22754;PER
114868;PHL
22755;PER
114869;AFG
100218;AFG
100219;AFG
114870;PAK
114871;AFG
114872;GIN
100210;ETH
100211;RUS
100212;PAK
100213;PAK
100214;PAK
100215;AFG
100216;AFG
100217;AFG
22767;COL
114859;PHL
22768;SLV
22769;PER
100230;THA
100231;COL
114851;PAK
22760;PER
114852;IND
22761;PER
114853;IRQ
22762;PER
114854;AFG
22763;PER
114855;PAK
22764;PER
114856;GBR
22765;NAM
114857;GBR
22766;VEN
114858;PHL
100229;PAK
114860;IRQ
114861;IRQ
100221;NPL
100222;IND
100223;IND
100224;IND
100225;IND
100226;IND
100227;COL
100228;COL
22734;COL
114848;IND
22735;COL
114849;THA
22736;PER
22737;PER
22738;PER
22739;PER
114840;THA
114841;PAK
114842;CAF
114843;PHL
22730;PER
114844;NGA
22731;PER
114845;PAK
22732;ITA
114846;CAF
22733;ITA
114847;NGA
114850;PAK
22745;PER
114837;SOM
22746;PER
114838;PAK
22747;PER
114839;GIN
22748;PER
22749;PER
114830;CAF
114831;CAF
22740;PAK
114832;THA
22741;PAK
114833;NPL
22742;PER
114834;PAK
22743;PER
114835;IRQ
22744;PER
114836;SOM
100207;IRQ
100208;IRQ
100209;CMR
100200;PAK
100201;PAK
100202;RUS
100203;SOM
100204;CMR
100205;IRQ
100206;IRQ
22712;PER
22713;PER
22714;PER
22715;ESP
100260;PAK
22716;BOL
100261;PAK
22717;PER
100262;PAK
22718;LKA
100263;PAK
22719;COL
100264;PAK
22710;NIC
22711;NIC
22709;NIC
100254;IND
100255;IND
100256;IND
100257;AFG
100258;YEM
100259;NPL
22723;PER
22724;PER
22725;PER
100270;THA
22726;PER
100271;PAK
22727;PER
100272;THA
22728;PER
100273;IRQ
22729;PER
100274;PAK
100275;PAK
114895;KEN
114896;KEN
114897;KEN
114898;BGD
114899;IRQ
22720;CRI
22721;PER
22722;GBR
56104;DZA
56105;PSE
56106;GBR
56107;GBR
56100;RUS
56101;DZA
56102;DZA
56103;DZA
100265;PAK
100266;PAK
100267;GBR
100268;SOM
56108;GBR
100269;SOM
56109;ZAF
95712;COL
95713;RUS
95714;PAK
95715;PAK
100240;IRQ
95710;AFG
100241;IRQ
95711;COL
100242;IRQ
114884;COL
114885;PHL
114886;IRQ
56110;ZAF
114887;IRQ
114888;NGA
114889;TUR
56115;ISR
56116;PSE
56117;MEX
56118;GBR
114890;BGD
56111;ZAF
114891;GBR
56112;TUR
114892;AFG
56113;COL
114893;AFG
56114;EGY
114894;YEM
95709;AFG
100232;PHL
100233;IND
100234;NPL
100235;AFG
56119;GBR
95705;PAK
100236;PAK
95706;PAK
100237;PAK
95707;GRC
100238;PAK
95708;IND
100239;IRQ
22701;SLV
95701;IRQ
22702;PER
95702;IRQ
22703;LKA
95703;AFG
22704;GLP
95704;IRQ
22705;GLP
100250;IND
22706;GLP
100251;IND
22707;ESP
100252;IND
22708;COL
95700;IRQ
100253;IND
114873;PAK
114874;PAK
56120;ZAF
114875;IRQ
56121;ESP
114876;IRQ
114877;IRQ
114878;MEX
114879;PAK
22700;PER
56126;COL
56127;COL
56128;FRA
56129;THA
56122;YEM
114880;PAK
56123;ZAR
114881;PAK
56124;ZAR
114882;PAK
56125;BRA
114883;PHL
100243;RUS
100244;PAK
100245;PAK
100246;PAK
100247;PAK
100248;ISR
100249;AFG
148243;SOM
148244;TUR
148245;TUR
148246;TUR
148240;EGY
148241;EGY
148242;EGY
148236;AFG
148237;IND
148238;SYR
148239;EGY
100298;COL
100299;IRQ
148254;AFG
148255;AFG
148256;AFG
148257;AFG
148250;AFG
148251;AFG
148252;AFG
148253;AFG
148247;SYR
148248;AFG
148249;AFG
100280;PAK
100281;IND
100282;IND
148260;PAK
100283;IND
100284;IND
100285;IND
100286;PAK
148265;MLI
148266;LBY
148267;COL
148268;AFG
148261;MLI
148262;PHL
148263;AFG
148264;COD
173218;IRQ
173219;IRQ
148258;AFG
173214;IND
148259;AFG
173215;IND
173216;PAK
173217;IRQ
100276;PAK
173210;NGA
100277;PAK
173211;IND
100278;PAK
173212;PAK
100279;PAK
173213;IND
100290;THA
100291;THA
100292;PAK
148270;IRQ
100293;PAK
148271;AFG
100294;PAK
100295;PAK
100296;PAK
100297;PAK
148276;NGA
148277;NGA
148278;YEM
148279;YEM
148272;AFG
148273;KEN
148274;KEN
148275;PHL
173207;TUR
173208;NGA
173209;NGA
148269;IRQ
173203;AFG
173204;AFG
173205;SOM
173206;AFG
100287;PAK
100288;PAK
173200;IND
100289;IRQ
173201;PAK
173202;AFG
22792;SLV
22793;CHL
148200;IRQ
22794;COL
148201;IRQ
22795;JOR
148202;IRQ
22796;ARG
22797;PER
22798;PER
22799;PER
22790;FRA
22791;IND
148210;PHL
148211;UKR
148212;UKR
148213;IND
148207;SOM
148208;IND
148209;NGA
148203;PAK
148204;PAK
148205;PAK
148206;YEM
22778;FRA
22779;PER
22770;PER
148221;AUS
22771;AGO
148222;YEM
22772;BOL
148223;SYR
22773;LKA
148224;SYR
22774;SLV
22775;SLV
22776;SLV
22777;AGO
148220;IND
148218;PAK
148219;PAK
148214;EGY
148215;SYR
148216;IRQ
148217;EGY
22789;PER
22781;DEU
148232;AFG
22782;PER
148233;AFG
22783;SLV
148234;AFG
22784;GTM
148235;AFG
22785;PER
22786;PER
22787;PER
148230;IRQ
22788;USA
148231;LBY
148229;IRQ
148225;COL
148226;AFG
148227;AFG
22780;LBN
148228;IRQ
56090;GBR
173160;PSE
56091;GBR
173161;IND
95697;IRQ
95698;CMR
95699;AFG
56096;GBR
95693;PAK
56097;GBR
95694;PAK
56098;GBR
95695;PAK
56099;GBR
95696;PAK
56092;GBR
56093;GBR
95690;PHL
56094;GBR
95691;RUS
56095;GBR
95692;PAK
81056;IRQ
173159;EGY
81057;IRQ
81058;IRQ
81059;IRQ
81052;IRQ
173155;IRQ
81053;IRQ
173156;IRQ
81054;IRQ
173157;IRQ
81055;IRQ
173158;CAF
173151;YEM
173152;PAK
81050;BRA
173153;IRQ
81051;COL
173154;IRQ
173150;YEM
95686;COL
95687;COL
95688;THA
95689;IND
95682;IND
95683;ISR
95684;THA
95685;THA
95680;RUS
95681;PHL
81049;BGD
81045;BGD
173148;AFG
81046;BGD
173149;YEM
81047;BGD
81048;BGD
81041;AFG
173144;SOM
81042;AFG
173145;NGA
81043;BGD
173146;PHL
81044;BGD
173147;PHL
173140;BFA
173141;EGY
173142;EGY
81040;LKA
173143;GRC
173180;SYR
173181;CAF
173182;CAF
173183;CAF
81078;LKA
81079;PAK
81074;IRQ
173177;ZAF
81075;IRQ
173178;ZAF
81076;RUS
173179;ZAF
81077;AFG
81070;THA
173173;PAK
81071;IRQ
173174;TUR
81072;IND
173175;BGD
81073;IRQ
173176;YEM
173170;IRQ
173171;AFG
173172;GBR
81067;RUS
81068;RUS
81069;RUS
81063;PHL
173166;SOM
81064;PHL
173167;SOM
81065;RUS
173168;IRQ
81066;RUS
173169;IRQ
173162;USA
81060;ITA
173163;IRQ
81061;MKD
173164;PHL
81062;PAK
173165;AFG
81090;DZA
148160;EGY
81091;LKA
148161;NGA
148166;EGY
148167;EGY
148168;AFG
148169;PAK
148162;NGA
148163;PHL
148164;SDN
148165;UKR
173119;MEX
148159;AFG
173115;AFG
173116;AFG
173117;YEM
173118;PHL
81096;AFG
173111;SOM
81097;COL
173112;SOM
81098;COD
173113;LBY
81099;IND
173114;LBY
81092;IRQ
81093;IRQ
81094;IRQ
81095;IRQ
173110;SDN
148170;IRQ
148171;IRQ
81080;IRQ
148172;IRQ
148177;AFG
148178;PAK
148179;PAK
148173;AFG
148174;PAK
148175;AFG
148176;AFG
173108;IND
173109;IND
81089;DZA
173104;IRQ
173105;IRQ
173106;IRQ
173107;PAK
81085;KGZ
173100;AFG
81086;IRQ
173101;AFG
81087;DZA
173102;PAK
81088;DZA
173103;IRQ
81081;AFG
81082;RUS
81083;RUS
81084;THA
148180;YEM
148181;YEM
148182;YEM
148183;SDN
148188;HUN
148189;MLI
148184;SDN
148185;THA
148186;THA
148187;THA
173137;IRQ
173138;IRQ
173139;IRQ
173133;PHL
173134;AFG
173135;SOM
173136;SOM
173130;PHL
173131;PHL
173132;PHL
148191;AFG
148192;AFG
148193;LBY
148194;IRQ
148190;COD
148199;IRQ
148195;IRQ
148196;IRQ
148197;LBY
148198;LBY
173126;AFG
173127;PAK
173128;IRN
173129;AFG
173122;EGY
173123;PHL
173124;IRQ
173125;IND
173120;SYR
173121;SYR
95613;DZA
95614;IRQ
95615;IRQ
95616;PHL
95610;IND
95611;PAK
95612;PAK
56010;GEO
56011;DEU
56016;GBR
56017;ZAF
56018;TUR
56019;TUR
56012;DEU
56013;GRC
56014;HTI
56015;PSE
95606;RWA
95607;DZA
95608;USA
95609;SDN
95602;IRQ
95603;IRQ
95604;AFG
95605;IRQ
95600;ISR
95601;IRQ
56020;KHM
56021;EGY
56022;EGY
56027;PAK
56028;ZAF
56029;TUR
56023;GRC
56024;PSE
56025;LUX
56026;PAK
95635;IRQ
95636;IRQ
95637;IRQ
95638;IRQ
95631;AFG
95632;IRQ
95633;IRQ
95634;IRQ
56030;TUR
56031;TUR
56032;DZA
56033;FRA
95630;IRQ
56038;ZAF
56039;ZAF
56034;GTM
56035;GTM
56036;IRN
56037;ZAF
95628;COL
95629;PAK
95624;PAK
95625;PAK
95626;PSE
95627;COL
95620;AFG
95621;IRQ
95622;IRQ
95623;IRQ
56041;TUR
56042;TUR
56043;TUR
56044;FRA
56040;THA
56049;PSE
56045;DEU
56046;IRN
56047;PSE
56048;ISR
95617;IND
95618;AFG
95619;AFG
95657;IRQ
114826;PAK
95658;AFG
114827;LBY
95659;AFG
114828;PAK
114829;CAF
95653;PAK
95654;AFG
95655;PSE
95656;NER
56052;RWA
56053;ZAF
95650;PAK
56054;ZAF
95651;PAK
114820;NGA
56055;ZAF
95652;PAK
114821;NGA
81009;PSE
114822;IRQ
114823;IRQ
56050;GBR
114824;IRQ
56051;GBR
114825;AFG
81016;AFG
81017;AFG
81018;COD
81019;IRQ
56056;ZAF
81012;SDN
56057;ZAF
81013;NPL
56058;ZAF
81014;AFG
56059;FRA
81015;AFG
173199;PAK
81010;LKA
81011;LKA
173195;AFG
173196;IRQ
173197;IRQ
173198;IRQ
95646;IRQ
114815;SYR
173191;IRQ
95647;IND
114816;GBR
173192;IRQ
95648;PHL
114817;PAK
173193;GBR
95649;PAK
114818;NGA
173194;EGY
95642;IRQ
114819;NGA
95643;IND
95644;BGD
95645;IRQ
173190;IRQ
56063;PSE
56064;KEN
56065;MEX
95640;IRQ
56066;MEX
95641;IRQ
114810;PAK
114811;PAK
56060;FRA
114812;PAK
56061;GRC
114813;AFG
56062;ISR
114814;AFG
81005;NPL
81006;NGA
81007;ISR
81008;ISR
56067;GBR
81001;IRQ
56068;RUS
81002;IRQ
56069;SAU
81003;IRQ
81004;IRQ
173188;SYR
173189;IRQ
81000;IRQ
95639;IRQ
173184;SYR
173185;SYR
173186;SYR
173187;SYR
95679;PAK
114804;IRQ
114805;IRQ
114806;IRQ
114807;IRQ
95675;PAK
114808;IRQ
95676;COD
114809;PAK
95677;IRQ
95678;PAK
56074;ZAF
95671;AFG
56075;ZAF
95672;COD
56076;ZAF
95673;COD
56077;ZAF
95674;COD
56070;ZAF
114800;IND
56071;ZAF
114801;PHL
56072;ZAF
114802;IRQ
56073;ZAF
95670;PAK
114803;IRQ
81038;DZA
81039;DZA
56078;DZA
81034;THA
56079;GRC
81035;THA
81036;THA
81037;TUR
81030;MKD
81031;NGA
81032;NGA
81033;THA
95668;PAK
95669;PAK
56080;GBR
95664;NPL
95665;THA
95666;IND
95667;SOM
56085;GBR
95660;PAK
56086;GBR
95661;PHL
56087;GBR
95662;IND
56088;GBR
95663;THA
56081;MKD
56082;MEX
56083;GBR
56084;GBR
81027;IRQ
81028;IRQ
81029;ITA
56089;GBR
81023;IRQ
81024;IRQ
81025;IRQ
81026;IRQ
81020;IRQ
81021;IRQ
81022;IRQ
22877;ESP
22878;ESP
22879;COL
100580;PAK
100581;PAK
100582;PAK
100583;PAK
22870;PER
22871;PER
148520;TUR
22872;PER
148521;YEM
22873;IND
22874;ESP
22875;ESP
22876;ESP
148515;AFG
148516;PAK
148517;AFG
148518;AFG
148511;IRQ
148512;IRQ
148513;IRQ
148514;IRQ
100573;IND
100574;YEM
100575;AFG
100576;IRQ
100577;COL
148519;DEU
100578;AFG
100579;PAK
22888;LKA
22889;LKA
100590;DZA
100591;THA
100592;PHL
100593;RUS
100594;IRQ
22880;NIC
22881;NIC
148530;AFG
22882;PER
148531;IRQ
22883;PER
148532;IRQ
22884;PER
22885;PER
22886;PER
22887;BEL
148526;PAK
148527;PAK
148528;PAK
148529;AFG
148522;SDN
148523;TUN
148524;PAK
148525;PAK
100584;PAK
100585;IRQ
100586;IRQ
100587;IRQ
100588;RUS
100589;PAK
22855;PER
22856;PER
22857;PER
22858;PER
22859;GBR
100560;IRQ
100561;IRQ
148540;NGA
148541;MLI
148542;AFG
22850;SLV
148543;AFG
22851;SLV
22852;SLV
22853;SLV
22854;NIC
100559;AFG
148537;IND
148538;PAK
148539;KEN
148533;IND
148534;IND
148535;IND
148536;IND
100551;ISR
100552;IRQ
100553;PAK
100554;IRQ
100555;IRQ
100556;IRQ
100557;PAK
100558;COL
22866;ESP
22867;ESP
22868;COL
22869;PER
100570;THA
100571;THA
100572;IND
148551;AFG
148552;PAK
22860;PER
148553;YEM
22861;PER
148554;IND
22862;CHL
22863;LBN
22864;LKA
22865;ESP
148550;PHL
56203;TUR
148548;PHL
56204;TUR
148549;PHL
56205;ARM
56206;IND
148544;AFG
56200;TUR
148545;PHL
56201;TUR
148546;AFG
56202;TUR
148547;PHL
100562;IRQ
100563;PAK
100564;PAK
100565;AFG
56207;PSE
100566;THA
56208;KEN
100567;YEM
56209;GBR
100568;YEM
100569;COD
22833;CHL
95811;IRQ
22834;CHL
95812;IRQ
22835;CHL
95813;AFG
22836;CHL
95814;NGA
22837;CHL
22838;CHL
22839;CHL
95810;IRQ
22830;CHL
22831;CHL
22832;CHL
56214;TUR
56215;DZA
56216;EGY
56217;IND
56210;PER
56211;SLE
56212;ZAF
56213;TUR
95808;AFG
95809;IRQ
56218;IND
95804;THA
56219;LSO
95805;THA
95806;IND
95807;AFG
22844;CHL
95800;PAK
22845;CHL
95801;PAK
22846;IRN
95802;DZA
22847;IND
95803;CHL
22848;PER
22849;SLV
56220;LSO
22840;CHL
22841;CHL
22842;CHL
22843;ZAF
56225;TUR
56226;ALB
56227;BDI
56228;EGY
56221;GBR
56222;PHL
56223;TUR
56224;TUR
56229;EGY
22811;GTM
95833;PAK
22812;PER
95834;IRQ
22813;PER
95835;IRQ
22814;ZAF
95836;IRQ
22815;CHL
22816;CHL
95830;THA
22817;CHL
95831;IND
22818;CHL
95832;THA
56230;IND
56231;IND
22810;CHL
56236;FRA
56237;FRA
56238;ISR
56239;ISR
56232;IND
56233;ZAF
56234;ARG
56235;FRA
22808;CHE
100595;IRQ
22809;CHL
100596;IRQ
100597;IRQ
100598;IRQ
95826;IND
100599;IRQ
95827;IND
95828;IND
95829;THA
22822;ISR
95822;IND
22823;CHL
95823;IND
22824;CHL
95824;IND
22825;CHL
95825;IND
22826;CHL
22827;CHL
22828;CHL
95820;IND
22829;CHL
95821;MEX
56240;LSO
56241;RUS
56242;SLE
148510;IRQ
22820;CHL
22821;CHL
56247;TTO
148504;UKR
56248;DZA
148505;UKR
56249;IND
148506;AFG
148507;PHL
56243;SLE
148500;NGA
56244;SLE
148501;NGA
56245;ESP
148502;IND
56246;ESP
148503;UKR
22819;CHL
95819;PHL
95815;COL
148508;IRQ
95816;PHL
148509;IRQ
95817;PHL
95818;IND
173559;CMR
148599;UKR
173555;PHL
173556;FRA
173557;ETH
173558;KEN
173551;IRQ
173552;IRQ
173553;IRQ
173554;PSE
173550;IRQ
173548;PAK
173549;IRQ
173544;NGA
173545;PAK
173546;SOM
173547;PAK
173540;IND
173541;NGA
173542;NGA
173543;NGA
173577;AFG
173578;IND
173579;RKS
173573;IND
173574;TUR
173575;IRQ
173576;PHL
173570;PAK
173571;SOM
173572;AFG
173566;IND
173567;YEM
173568;YEM
173569;PAK
173562;RUS
173563;RUS
173564;PHL
173565;NGA
173560;THA
173561;THA
148562;AFG
148563;IND
148564;IND
148565;MLI
173519;THA
148560;AFG
148561;AFG
148559;AFG
173515;SOM
173516;SOM
173517;AFG
173518;PHL
148555;GBR
173511;PSE
148556;AFG
173512;IRQ
148557;IND
173513;IRQ
148558;AFG
173514;SOM
173510;IND
148573;SDN
148574;SDN
148575;PAK
148576;PAK
173508;LBY
148570;PAK
173509;EGY
148571;IND
148572;IND
173504;COL
173505;IND
173506;IRQ
173507;IRQ
148566;SYR
173500;IND
148567;PHL
173501;GRC
148568;KEN
173502;AFG
148569;PAK
173503;NGA
22899;ZAF
22891;LKA
148584;IRQ
22892;PER
148585;IRQ
22893;COL
148586;SOM
22894;NAM
148587;IND
22895;GTM
148580;IRQ
22896;PER
148581;IRQ
22897;PER
148582;AFG
22898;GBR
148583;IRQ
173537;IRQ
173538;IRQ
173539;IRQ
148577;LBY
173533;IRQ
148578;AFG
173534;IRQ
148579;AFG
173535;IRQ
22890;LKA
173536;IRQ
173530;CMR
173531;LBY
173532;LBY
148590;IND
148595;LBY
148596;UKR
148597;UKR
148598;UKR
148591;AFG
148592;YEM
148593;YEM
148594;PAK
173526;AFG
173527;IND
173528;IND
173529;SOM
148588;KEN
173522;COD
148589;KEN
173523;COD
173524;AFG
173525;AFG
173520;PAK
173521;IRQ
81177;IND
81178;NGA
81179;ISR
81173;AFG
81174;IND
81175;ISR
81176;IRQ
81170;AFG
81171;AFG
81172;AFG
81166;IRQ
81167;IRQ
81168;IRQ
81169;ISR
81162;IRQ
81163;LKA
81164;IRQ
81165;LKA
81160;IRQ
81161;IRQ
81190;IRQ
81199;IRQ
81195;IRQ
81196;DZA
81197;AUS
81198;IRQ
81191;IRQ
81192;IND
81193;AFG
81194;DEU
81188;IRQ
81189;LKA
81184;PSE
81185;IRQ
81186;IRQ
81187;IRQ
81180;AFG
81181;NPL
81182;USA
81183;IRQ
173480;PHL
173478;NGA
173479;PAK
173474;TUR
173475;NGA
173476;NGA
173477;NGA
173470;IND
173471;THA
173472;AFG
173473;KEN
173467;IRQ
173468;IRQ
173469;PAK
173463;PHL
173464;IRQ
173465;PHL
173466;PHL
173460;PHL
173461;PHL
173462;PHL
173496;IND
173497;PHL
173498;NGA
173499;IRQ
173492;IRQ
173493;UKR
173494;IRQ
173495;GBR
173490;PAK
173491;PHL
173489;MLI
173485;BGD
173486;PAK
173487;THA
173488;CMR
173481;AFG
173482;PAK
173483;IRQ
173484;BGD
95734;AFG
95735;IRQ
95736;IRQ
95737;SOM
95730;IRQ
95731;IRQ
95732;IRQ
95733;AFG
56130;YEM
56131;DEU
56132;GBR
56137;ZAF
56138;ZAF
56139;ZAF
56133;PAK
56134;PHL
56135;SLE
56136;ZAF
95727;THA
95728;THA
95729;SOM
22800;PER
95723;AFG
22801;PER
95724;IND
22802;CHL
95725;IND
22803;COL
95726;BHR
22804;ESP
22805;BEL
95720;NGA
22806;ARG
95721;IRQ
22807;ARG
95722;AFG
56140;ZAF
56141;KHM
56142;KHM
56143;KHM
56148;TUR
100504;IND
56149;PAK
100505;IND
100506;IND
100507;COL
56144;KHM
100508;COL
56145;EGY
100509;COL
56146;IND
56147;IND
95716;IRQ
100500;PAK
95717;IRQ
100501;PAK
95718;AFG
100502;PAK
95719;AFG
100503;RUS
95756;PAK
95757;PAK
95758;PAK
95759;IND
95752;ISR
95753;COL
95754;IND
95755;ISR
56151;PAK
56152;PAK
56153;PHL
95750;IND
56154;PHL
95751;GRC
81108;ISR
81109;LBN
56150;PAK
56159;BIH
81115;AFG
81116;AFG
81117;AFG
81118;GEO
56155;AFG
81111;ISR
56156;DZA
81112;BDI
56157;DZA
81113;IND
56158;DZA
81114;COL
81110;ISR
95749;DZA
95745;IND
95746;IND
95747;IND
95748;DZA
95741;THA
95742;THA
95743;ISR
95744;IND
56162;PHL
56163;ZAF
56164;VEN
56165;YEM
95740;IRQ
56160;KHM
56161;ECU
81104;USA
81105;LKA
81106;LKA
81107;ISR
56166;BRA
81100;IRQ
56167;DOM
81101;IND
56168;DEU
81102;AFG
56169;PSE
81103;AFG
95738;PSE
95739;AFG
95778;IRQ
95779;PAK
95774;GRC
95775;GRC
95776;IND
95777;THA
56173;VEN
95770;GRC
56174;DEU
95771;IND
56175;PSE
95772;IND
56176;PSE
95773;IND
56170;GBR
56171;PER
56172;PER
81137;AFG
100537;IRQ
81138;LKA
100538;PAK
81139;IRQ
100539;PAK
56177;PER
81133;IRQ
56178;PER
81134;PAK
56179;PER
81135;IRQ
81136;IND
81130;IRQ
100530;PHL
81131;AFG
100531;IRQ
81132;IRQ
100532;IRQ
100533;YEM
100534;PAK
100535;PAK
100536;IND
95767;COL
95768;COL
95769;PHL
95763;PAK
95764;IRQ
95765;NGA
95766;THA
100550;IRQ
56184;PHL
56185;TGO
95760;PAK
56186;TUR
95761;PAK
